short_name,long_name,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,power_shot_power,power_stamina,power_strength,mentality_vision,mentality_penalties,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,mentality_interceptions,power_jumping,overall,player_tags,"resource player"
"D. Brašanac","Darko Brašanac",64,68,64,80,52,73,60,59,78,78,64,53,80,74,71,74,70,75,72,6,14,9,9,70,65,76,,http://dbpedia.org/resource/Darko_Brašanac
"M. Ngadeu","Michael Ngadeu-Ngadjui",38,44,73,62,38,38,64,26,57,58,57,68,66,71,93,62,50,78,75,5,11,6,11,79,72,76,#Strength,http://dbpedia.org/resource/Michael_Ngadeu-Ngadjui
"Riqui Puig","Ricard Puig Martí",60,61,49,82,56,81,66,51,79,83,69,67,60,66,62,82,55,61,53,12,15,14,12,58,55,75,,http://dbpedia.org/resource/Riqui_Puig
"M. Boadu","Myron Boadu",52,80,61,69,68,74,62,44,52,75,89,87,74,71,66,66,66,22,18,9,15,14,6,23,80,75,,http://dbpedia.org/resource/Myron_Boadu
"A. Lunin","Andriy Lunin",15,8,12,25,12,11,14,15,26,15,39,35,56,32,61,60,19,13,11,72,71,74,75,19,56,75,,http://dbpedia.org/resource/Andriy_Lunin
"J. Dilrosun","Javairô Dilrosun",73,74,32,72,60,83,60,49,60,78,87,82,72,67,54,54,55,48,27,8,15,11,7,45,40,75,,http://dbpedia.org/resource/Javairô_Dilrosun
"R. Sessegnon","Kouassi Ryan Sessegnon",75,72,55,72,55,72,71,31,62,76,85,86,67,72,56,72,61,68,62,6,11,7,8,67,66,75,,http://dbpedia.org/resource/Ryan_Sessegnon
Óscar,"Óscar Rodríguez Arnaiz",68,76,45,76,52,80,78,84,72,79,62,64,72,59,61,74,53,47,43,12,7,9,11,61,57,75,,"http://dbpedia.org/resource/Óscar_Rodríguez_(footballer,_born_1998)"
"L. Suárez","Luis Javier Suárez Charris",70,83,62,60,66,70,70,60,58,71,87,86,76,79,82,60,72,48,28,6,8,13,11,44,62,75,,http://dbpedia.org/resource/Luis_Suárez_(Colombian_footballer)
"J. Todibo","Jean-Clair Todibo",46,40,69,75,35,62,47,41,67,71,67,78,52,64,79,56,46,80,71,7,13,11,8,75,76,75,,http://dbpedia.org/resource/Jean-Clair_Todibo
Tete,"Mateus Cardoso Lemos Martins",69,70,35,76,55,82,48,38,68,79,82,84,71,68,61,70,45,25,27,7,11,5,9,41,67,75,,http://dbpedia.org/resource/Tetê
"S. Dest","Sergiño Gianni Dest",72,56,57,76,44,80,72,38,65,77,88,86,65,78,56,72,39,70,68,11,10,10,15,66,56,75,,http://dbpedia.org/resource/Sergiño_Dest
"J. Reine-Adélaïde","Jeff Reine-Adélaïde",65,69,58,77,63,81,61,53,72,79,77,75,79,75,68,77,55,61,49,10,15,11,16,64,73,75,,http://dbpedia.org/resource/Jeff_Reine-Adélaïde
"J. Torunarigha","Jordan Torunarigha",58,33,80,69,22,65,34,25,75,60,72,75,42,73,78,70,42,80,75,5,7,13,5,78,75,75,,http://dbpedia.org/resource/Jordan_Torunarigha
"N. Domínguez","Nicolás Martín Domínguez",63,65,68,80,51,73,49,45,76,75,79,75,71,93,67,69,51,79,79,6,11,9,10,71,86,75,#Engine,http://dbpedia.org/resource/Nicolás_Domínguez
"A. Mac Allister","Alexis Mac Allister",79,76,61,76,63,74,83,81,75,77,73,69,74,68,63,77,74,54,51,7,10,14,15,45,64,75,,http://dbpedia.org/resource/Alexis_Mac_Allister
"B. Williams","Brandon Williams",68,54,59,71,62,73,61,30,61,72,78,83,69,75,60,60,41,73,74,10,13,11,7,73,72,75,,http://dbpedia.org/resource/Brandon_Williams_(footballer)
"M. Kumbulla","Marash Kumbulla",45,26,78,61,28,52,30,26,58,66,64,59,50,62,76,54,30,77,74,9,8,15,14,77,84,75,,http://dbpedia.org/resource/Marash_Kumbulla
"M. Vargas","Matías Ezequiel Vargas Martín",72,68,45,70,64,78,70,68,69,77,92,86,73,88,65,72,68,42,37,10,13,14,10,41,60,75,,"http://dbpedia.org/resource/Matías_Vargas_(footballer,_born_1997)"
Ayrton,"Ayrton Lucas Dantas de Medeiros",71,50,63,68,49,78,69,56,59,73,86,83,66,89,70,59,44,70,73,5,5,14,13,65,81,75,,http://dbpedia.org/resource/Ayrton_Lucas
"L. Sinisterra","Luis Fernando Sinisterra Lucumí",65,67,64,75,72,82,64,42,66,77,91,87,67,78,58,73,55,48,47,15,13,9,13,49,88,75,#Acrobat,http://dbpedia.org/resource/Luis_Sinisterra
"R. Orsolini","Riccardo Orsolini",77,64,52,76,72,81,80,68,64,82,79,78,79,68,60,71,56,26,24,11,11,14,6,40,59,75,,http://dbpedia.org/resource/Riccardo_Orsolini
"Y. Herrera","Yangel Clemente Herrera Ravelo",44,66,64,81,51,73,56,51,80,77,60,64,75,76,71,74,59,77,72,6,7,9,14,75,75,75,,http://dbpedia.org/resource/Yangel_Herrera
"Gedson Fernandes","Gedson Carvalho Fernandes",71,64,61,76,64,78,68,70,73,80,77,77,80,77,71,75,60,75,73,9,15,7,9,72,71,75,,http://dbpedia.org/resource/Gedson_Fernandes
"L. Robertone","Lucas Gastón Robertone",69,69,69,75,59,77,83,75,73,80,87,81,81,82,59,75,69,76,77,7,15,11,14,67,86,75,#Acrobat,http://dbpedia.org/resource/Lucas_Robertone
"Brais Méndez","Brais Méndez Portela",74,76,52,74,65,75,74,75,73,76,71,72,73,66,69,77,62,49,44,10,5,10,12,55,64,75,,http://dbpedia.org/resource/Brais_Méndez
"T. Malacia","Tyrell Malacia",71,55,58,66,59,76,36,35,46,72,82,81,65,79,67,52,46,74,76,9,9,12,8,68,84,75,,http://dbpedia.org/resource/Tyrell_Malacia
"W. McKennie","Weston McKennie",57,59,82,76,49,75,56,55,69,76,67,82,73,83,83,75,58,76,73,7,9,12,9,74,92,75,,http://dbpedia.org/resource/Weston_McKennie
"J. Macías","José Juan Macías Guzmán",52,79,74,72,60,76,50,45,52,76,73,73,73,64,63,55,78,19,20,10,10,6,11,19,59,75,,http://dbpedia.org/resource/José_Juan_Macías
"C. Baumgartner","Christoph Baumgartner",62,67,55,78,57,79,60,52,72,78,79,78,65,54,47,76,65,47,47,10,11,9,14,34,58,75,,http://dbpedia.org/resource/Christoph_Baumgartner
"Arthur Cabral","Arthur Mendonça Cabral",50,76,75,73,76,73,61,30,35,75,72,71,77,70,85,58,58,24,25,12,9,14,13,24,79,75,,http://dbpedia.org/resource/Arthur_Cabral
Pedrinho,"Pedro Victor Delmino da Silva",66,65,60,74,67,81,77,67,67,76,86,81,74,71,57,75,67,36,20,8,8,6,14,26,58,75,,"http://dbpedia.org/resource/Pedrinho_(footballer,_born_April_1998)"
"C. Montes","César Jasib Montes Castro",41,43,77,72,31,59,62,37,71,69,55,64,55,77,75,65,48,74,73,9,10,5,5,75,84,75,,http://dbpedia.org/resource/César_Montes
"A. Ömür","Abdülkadir Ömür",68,64,50,74,67,83,78,69,64,78,82,82,73,68,45,74,55,42,35,11,12,13,11,37,53,75,,http://dbpedia.org/resource/Abdülkadir_Ömür
"Toni Martínez","Antonio Martínez López",46,76,73,69,75,72,56,31,43,74,69,72,78,73,78,64,64,14,23,11,11,12,7,23,71,75,,"http://dbpedia.org/resource/Antonio_López_(footballer,_born_September_1989)"
"E. Eze","Eberechi Eze",63,71,49,76,52,81,62,56,67,77,77,76,66,77,68,75,69,57,40,10,12,9,14,49,69,75,,http://dbpedia.org/resource/Eberechi_Eze
"Douglas Luiz","Douglas Luiz Soares de Paulo",69,64,62,77,58,72,66,63,76,75,65,66,76,73,68,72,44,75,72,12,6,13,10,72,66,75,,http://dbpedia.org/resource/Douglas_Luiz
"J. Foyth","Juan Marcos Foyth",69,43,73,74,43,71,61,47,66,75,67,68,56,69,74,59,47,78,75,8,15,7,14,74,74,75,,http://dbpedia.org/resource/Juan_Foyth
"A. Bastoni","Alessandro Bastoni",47,26,75,64,35,49,37,36,62,61,59,65,49,59,68,38,47,78,76,11,5,9,11,78,71,75,,http://dbpedia.org/resource/Alessandro_Bastoni
"M. Djenepo","Moussa Djenepo",68,71,57,67,57,84,65,59,59,77,86,88,68,69,62,69,60,37,31,12,9,9,14,33,86,75,,http://dbpedia.org/resource/Moussa_Djenepo
"Bruno Tabata","Bruno Vinícius Souza Ramos",74,63,56,71,68,82,75,69,61,79,82,77,73,74,56,73,65,36,32,7,13,8,10,53,56,75,,http://dbpedia.org/resource/Bruno_Tabata
"N. González","Nicolás Iván González",66,77,74,73,67,81,59,42,54,80,85,82,69,68,55,65,75,46,39,10,6,9,5,39,79,75,,"http://dbpedia.org/resource/Nicolás_González_(footballer,_born_1998)"
"D. Rossi","Diego Martín Rossi Marachlian",67,76,44,72,71,75,70,34,57,76,83,83,75,77,50,75,57,18,28,11,14,15,14,21,58,75,,http://dbpedia.org/resource/Diego_Rossi
"S. Córdova","Francisco Sebastián Córdova Reyes",68,68,43,72,60,79,65,67,67,75,73,81,75,78,57,72,68,46,32,7,8,14,8,45,40,75,,http://dbpedia.org/resource/Sebastián_Córdova
"J. Campuzano","Jorman David Campuzano Puentes",36,32,55,77,42,59,38,42,75,67,80,72,56,91,65,71,36,76,74,15,8,15,5,75,73,75,,http://dbpedia.org/resource/Jorman_Campuzano
"S. Bornauw","Sebastiaan Bornauw",65,34,80,64,26,64,41,42,71,67,69,77,61,67,79,54,34,76,71,6,7,7,11,72,65,75,,http://dbpedia.org/resource/Sebastiaan_Bornauw
"J. Veerman","Joey Veerman",79,61,54,79,58,77,71,67,81,76,68,64,74,75,74,83,54,68,62,12,11,10,5,59,42,75,,http://dbpedia.org/resource/Joey_Veerman
"F. Viñas","Federico Sebastián Viñas Barboza",34,79,76,58,70,67,47,51,41,71,72,73,80,67,81,53,69,22,31,6,8,6,12,20,78,75,,http://dbpedia.org/resource/Federico_Viñas
"A. Morelos","Alfredo José Morelos Aviléz",56,79,74,67,55,73,65,26,64,71,82,80,77,77,88,64,60,38,22,13,13,9,12,33,83,75,,http://dbpedia.org/resource/Alfredo_Morelos
"A. Cubas","Adrián Andrés Cubas",59,45,55,77,33,67,43,40,73,73,70,68,59,85,31,69,51,79,77,9,12,11,13,73,77,75,,http://dbpedia.org/resource/Andrés_Cubas
"André Horta","André Filipe Luz Horta",69,68,50,78,67,77,70,55,75,78,69,71,75,74,63,74,55,71,59,6,15,15,10,68,67,75,,http://dbpedia.org/resource/André_Horta
"I. Bennacer","Ismaël Bennacer",68,60,62,79,64,78,70,71,76,78,72,70,72,78,58,72,68,72,69,9,12,10,16,72,78,75,,http://dbpedia.org/resource/Ismaël_Bennacer
"Diogo Gonçalves","Diogo António Cupido Gonçalves",68,69,60,69,67,79,78,70,50,78,79,84,77,72,65,73,67,33,28,13,15,7,6,31,70,75,,http://dbpedia.org/resource/Diogo_Gonçalves
"Y. Karamoh","Yann Karamoh",67,68,65,73,66,82,67,44,65,79,79,77,69,69,60,73,65,31,26,14,10,10,8,29,67,75,,http://dbpedia.org/resource/Yann_Karamoh
"R. Le Normand","Robin Le Normand",35,19,74,80,25,32,29,25,52,68,59,61,40,53,82,31,34,78,74,9,13,14,15,77,80,75,,http://dbpedia.org/resource/Robin_Le_Normand
"G. Kobel","Gregor Kobel",13,10,13,39,10,24,13,12,33,34,26,26,56,21,68,55,12,15,15,75,71,75,73,14,34,75,,http://dbpedia.org/resource/Gregor_Kobel
"C. Rodríguez","Carlos Alberto Rodríguez Gómez",63,58,50,80,50,75,61,61,75,76,76,75,64,85,62,75,62,71,64,12,15,11,8,72,63,75,,http://dbpedia.org/resource/Carlos_Alberto_Rodríguez
"C. Kouamé","Christian Kouamé",57,78,74,70,66,77,52,45,52,75,81,84,72,63,73,65,61,35,32,15,13,6,7,37,92,75,,http://dbpedia.org/resource/Christian_Kouamé
"A. Claude-Maurice","Alexis Claude-Maurice",62,69,45,71,61,80,69,59,62,78,91,86,72,80,64,73,58,50,40,11,13,15,14,44,61,75,#Acrobat,http://dbpedia.org/resource/Alexis_Claude-Maurice
"G. Arteaga","Gerardo Daniel Arteaga Zamora",71,43,66,70,37,70,71,38,66,70,84,79,58,86,59,58,46,73,71,9,5,10,5,68,71,75,#Engine,http://dbpedia.org/resource/Gerardo_Arteaga
"M. Camara","Mohamed Mady Camara",63,56,69,70,51,71,57,50,68,73,68,72,83,88,83,64,41,74,72,11,11,9,11,72,63,75,#Engine,http://dbpedia.org/resource/Mady_Camara
"P. Cutrone","Patrick Cutrone",48,80,76,70,72,74,68,42,34,76,71,75,74,67,72,56,68,20,18,10,7,7,10,14,74,75,,http://dbpedia.org/resource/Patrick_Cutrone
"R. Skov","Robert Skov",86,72,52,74,73,77,87,89,69,75,78,79,88,77,69,72,74,69,65,15,16,15,13,60,49,75,"#Crosser, #FK Specialist",http://dbpedia.org/resource/Robert_Skov
"T. Jedvaj","Tin Jedvaj",67,51,75,68,43,60,45,30,60,66,66,70,65,65,75,39,44,76,73,15,13,10,10,76,80,75,,http://dbpedia.org/resource/Tin_Jedvaj
"D. von Ballmoos","David von Ballmoos",16,16,13,35,20,22,19,13,27,24,55,49,55,37,73,42,28,20,18,76,74,73,73,26,68,75,,http://dbpedia.org/resource/David_von_Ballmoos
"P. Billing","Philip Billing",60,64,74,76,68,75,74,68,77,75,55,59,84,86,82,68,52,81,74,11,7,10,14,83,61,75,#Engine,http://dbpedia.org/resource/Philip_Billing
"M. Normann","Mathias Antonsen Normann",67,57,58,75,49,74,70,47,74,76,73,71,73,83,79,72,52,71,66,14,6,9,13,74,78,75,,http://dbpedia.org/resource/Mathias_Normann
"E. Ünal","Enes Ünal",56,75,73,74,74,77,68,63,47,76,70,69,85,70,83,65,80,33,24,8,14,8,13,29,80,75,,http://dbpedia.org/resource/Enes_Ünal
"A. Diawara","Amadou Diawara",62,48,59,76,46,74,60,37,72,78,63,61,66,74,67,78,52,74,72,11,14,5,11,74,54,75,,http://dbpedia.org/resource/Amadou_Diawara
"F. Uduokhai","Felix Uduokhai",35,33,77,71,18,49,34,31,59,69,65,65,62,63,76,49,38,80,72,6,10,10,9,77,68,75,,http://dbpedia.org/resource/Felix_Uduokhai
"S. Villa","Sebastián Villa Cano",67,64,35,69,50,79,56,45,56,72,93,94,71,82,60,66,66,25,26,9,10,6,8,26,58,75,#Speedster,http://dbpedia.org/resource/Sebastián_Villa_(footballer)
"D. Zeefuik","Deyovaisio Zeefuik",73,33,62,64,38,72,43,39,57,65,76,77,56,84,79,57,46,76,78,6,5,6,10,72,93,75,,http://dbpedia.org/resource/Deyovaisio_Zeefuik
"A. Elis","Alberth Josué Elis Martínez",58,73,69,65,66,79,59,57,58,77,91,89,72,74,72,73,65,21,25,9,7,6,10,33,80,75,#Speedster,http://dbpedia.org/resource/Alberth_Elis
"H. Maïga","Digbo G'nampa Habib Maïga",56,45,67,72,40,70,51,40,71,70,65,60,71,89,84,70,57,74,72,8,8,10,15,72,74,75,,http://dbpedia.org/resource/Habib_Maïga
Iago,"Iago Amaral Borduchi",74,54,68,72,37,72,65,35,69,71,75,80,63,76,69,65,46,73,72,7,8,15,12,73,65,75,,http://dbpedia.org/resource/Iago_Amaral_Borduchi
"F. Waller","Facundo Federico Waller Martiarena",72,68,58,75,52,77,84,80,74,76,84,81,81,72,60,70,53,64,60,7,7,11,10,65,62,75,,http://dbpedia.org/resource/Facundo_Waller
"C. Chambers","Calum Chambers",69,54,73,76,47,66,60,49,70,75,64,68,60,74,77,63,54,78,74,11,14,12,7,76,71,75,,http://dbpedia.org/resource/Calum_Chambers
"M. Cornet","Gnaly Maxwel Cornet",74,76,68,74,67,73,68,65,56,74,85,88,80,90,69,69,64,61,54,16,13,8,12,61,76,75,#Engine,http://dbpedia.org/resource/Maxwel_Cornet
"B. Mensah","Bernard Mensah",64,69,62,78,49,78,72,78,69,77,82,78,80,58,66,73,59,62,42,15,13,12,10,68,61,75,,http://dbpedia.org/resource/Bernard_Mensah
"L. Cook","Lewis Cook",70,61,50,79,57,77,71,65,79,78,71,67,66,72,61,76,61,72,68,6,15,12,15,69,68,75,,"http://dbpedia.org/resource/Lewis_Cook_(footballer,_born_1983)"
"J. Barrera","Jarlan Junior Barrera Escalona",72,68,49,75,40,78,60,69,73,73,78,83,57,70,56,77,70,46,50,10,14,6,10,24,72,75,#Acrobat,http://dbpedia.org/resource/Jarlan_Barrera
"S. Mavididi","Stephy Alvaro Mavididi",69,75,66,70,68,78,51,42,66,73,87,90,73,67,72,68,59,14,19,6,10,6,8,22,68,75,,http://dbpedia.org/resource/Stephy_Mavididi
"M. Coco","Marcus Coco",73,71,59,76,68,78,60,36,64,76,88,84,72,55,64,67,59,44,32,12,6,15,7,50,64,75,,http://dbpedia.org/resource/Marcus_Coco
Pedraza,"Alfonso Pedraza Sag",75,72,64,72,59,75,68,57,68,76,78,81,78,83,71,66,64,71,72,12,6,14,7,68,63,75,,http://dbpedia.org/resource/Alfonso_Pedraza
"P. Cissé","Pape Abou Cissé",27,23,78,58,33,38,29,33,53,48,70,80,55,70,94,30,38,75,73,14,16,9,15,69,80,75,"#Aerial Threat, #Strength",http://dbpedia.org/resource/Pape_Abou_Cissé
"F. Centonze","Fabien Centonze",74,42,61,70,49,72,64,47,64,73,78,80,62,89,74,67,50,71,70,14,12,9,12,70,74,75,,http://dbpedia.org/resource/Fabien_Centonze
"V. Rosier","Valentin Rosier",72,45,64,68,40,74,64,39,62,76,78,76,61,72,66,58,39,72,74,8,13,10,10,73,67,75,,http://dbpedia.org/resource/Valentin_Rosier
"P. Rosario","Pablo Paulino Rosario",49,59,64,77,57,69,47,54,75,75,66,69,76,80,82,72,58,73,71,12,12,7,9,75,72,75,,http://dbpedia.org/resource/Pablo_Rosario
"A. Danjuma Groeneveld","Arnaut Danjuma Groeneveld",72,73,44,70,55,80,76,57,64,78,82,77,79,74,67,68,44,52,47,15,8,10,8,32,61,75,,http://dbpedia.org/resource/Arnaut_Danjuma
"Y. Bissouma","Yves Bissouma",65,60,60,76,41,79,62,75,73,77,69,72,82,72,69,74,58,76,73,12,8,8,12,77,59,75,,http://dbpedia.org/resource/Yves_Bissouma
Xeka,"Miguel Ângelo da Silva Rocha",45,49,65,80,48,76,75,68,80,78,58,55,75,78,74,76,56,69,66,7,5,11,5,71,78,75,,http://dbpedia.org/resource/Xeka
"H. Koffi","Hervé Kouakou Koffi",11,8,13,23,6,10,14,13,26,20,58,53,51,24,68,44,16,11,10,73,78,68,72,14,80,75,,http://dbpedia.org/resource/Hervé_Koffi
Calero,"Fernando Calero Villa",62,42,75,76,45,68,62,40,71,71,67,69,62,76,73,65,43,78,76,11,13,7,14,76,84,75,,http://dbpedia.org/resource/Fernando_Calero
"C. Dagba","Colin Dagba",72,38,54,77,39,76,63,41,68,78,81,82,68,71,52,65,38,72,73,7,6,9,11,74,65,75,,http://dbpedia.org/resource/Colin_Dagba
"L. Romo","Luis Francisco Romo Barrón",34,52,75,77,29,64,58,66,75,68,64,68,73,70,81,64,46,75,73,11,9,13,9,76,76,75,,http://dbpedia.org/resource/Luis_Romo
"Rodrigo Ely","Rodrigo Ely",34,22,73,64,15,50,20,18,54,57,53,56,52,55,91,22,35,76,74,13,10,9,9,76,72,75,#Strength,http://dbpedia.org/resource/Rodrigo_Ely
"J. Stephens","Jack Stephens",47,36,75,70,34,66,55,58,67,69,57,61,55,66,75,56,42,78,76,13,10,11,13,77,67,75,,http://dbpedia.org/resource/Jack_Stephens_(footballer)
"B. Samba","Brice Samba",10,9,15,31,13,12,14,13,21,22,49,60,55,37,70,14,15,14,12,77,69,73,71,18,57,75,,http://dbpedia.org/resource/Brice_Samba
"K. Rekik","Karim Rekik",40,33,76,70,35,57,35,35,68,66,64,73,60,69,78,59,41,77,80,9,9,14,14,72,77,75,,http://dbpedia.org/resource/Karim_Rekik
"A. Webster","Adam Webster",50,26,76,73,27,68,27,25,70,72,67,68,37,69,76,53,24,76,73,10,8,14,7,76,77,75,,"http://dbpedia.org/resource/Adam_Webster_(footballer,_born_1995)"
"M. Müller","Marius Müller",11,10,12,22,9,10,11,13,16,20,25,38,51,35,77,48,18,13,11,74,74,68,75,14,66,75,,"http://dbpedia.org/resource/Marius_Müller_(footballer,_born_1993)"
"R. Christie","Ryan Christie",68,74,53,75,52,77,74,73,70,75,79,80,77,79,71,72,72,63,65,13,9,12,7,64,67,75,,http://dbpedia.org/resource/Ryan_Christie
"A. Schlager","Alexander Schlager",20,14,17,25,13,13,14,16,18,23,32,37,50,24,55,34,22,18,16,75,72,66,73,13,59,75,,http://dbpedia.org/resource/Alexander_Schlager
"O. McBurnie","Oliver McBurnie",40,77,79,70,72,69,42,31,55,75,59,64,77,69,79,66,65,29,20,13,11,12,13,28,77,75,,http://dbpedia.org/resource/Oli_McBurnie
"D. Gray","Demarai Gray",67,65,31,69,54,83,68,60,60,78,89,86,80,66,56,69,58,45,31,6,11,11,13,25,51,75,,http://dbpedia.org/resource/Demarai_Gray
"E. Crivelli","Enzo Crivelli",49,77,79,74,69,68,59,49,59,74,54,54,78,79,86,64,62,26,23,6,12,13,15,25,76,75,,http://dbpedia.org/resource/Enzo_Crivelli
"O. Duda","Ondrej Duda",64,76,52,76,71,80,77,77,69,80,70,66,76,73,55,75,59,62,51,15,12,14,16,29,70,75,,http://dbpedia.org/resource/Ondrej_Duda
"S. Posch","Stefan Posch",35,23,77,69,28,34,26,24,55,50,67,71,42,63,74,36,38,81,77,6,8,7,6,77,72,75,,http://dbpedia.org/resource/Stefan_Posch
"R. Zentner","Robin Zentner",17,14,18,30,15,13,14,16,26,19,65,65,48,27,81,22,25,17,13,74,72,64,74,18,60,75,,http://dbpedia.org/resource/Robin_Zentner
"P. Olayinka","Peter Oladeji Olayinka",75,69,70,70,64,75,73,64,65,73,82,80,71,88,72,67,65,54,47,13,9,7,15,48,76,75,#Engine,http://dbpedia.org/resource/Peter_Olayinka
Hernani,"Hernani Azevedo Júnior",53,63,66,75,59,73,63,78,74,74,66,64,78,67,68,67,72,76,70,9,13,13,11,77,61,75,,http://dbpedia.org/resource/Hernani_Azevedo_Júnior
"M. Niakhaté","Moussa Niakhaté",62,35,79,69,39,64,32,36,67,65,66,82,46,74,83,48,44,75,76,9,14,6,8,73,75,75,,http://dbpedia.org/resource/Moussa_Niakhaté
"G. Pereiro","Gastón Rodrigo Pereiro López",69,72,74,72,69,80,76,75,70,83,67,72,81,64,73,77,72,36,32,7,15,10,10,36,69,75,,http://dbpedia.org/resource/Gastón_Pereiro
"K. Amian","Kelvin Amian Adou",66,43,67,70,46,65,69,39,60,68,75,79,72,77,74,55,42,74,75,7,8,14,14,71,74,75,,http://dbpedia.org/resource/Kelvin_Amian
"J. Sánchez","Jorge Eduardo Sánchez Ramos",73,38,63,69,33,70,54,36,54,75,80,81,66,79,66,60,54,74,72,10,10,12,12,72,68,75,,"http://dbpedia.org/resource/Jorge_Sánchez_(footballer,_born_1997)"
"M. Sarr","Malang Sarr",68,53,74,74,37,62,60,59,68,67,64,70,68,73,79,63,44,77,75,6,9,14,12,74,77,75,,http://dbpedia.org/resource/Malang_Sarr
"Mama Baldé","Mama Samba Baldé",70,74,74,70,68,75,73,39,66,72,84,92,79,77,70,63,48,65,63,6,12,13,13,67,79,75,,http://dbpedia.org/resource/Mama_Baldé
"R. Yaremchuk","Roman Yaremchuk",69,73,77,75,71,69,51,52,63,75,70,82,74,77,76,69,70,48,34,14,15,13,7,39,74,75,,http://dbpedia.org/resource/Roman_Yaremchuk
"J. Rodríguez","Juan Gabriel Rodríguez",42,32,76,74,33,58,45,35,68,69,62,71,56,68,80,53,48,77,76,13,14,12,7,72,82,75,,http://dbpedia.org/resource/Juan_Gabriel_Rodríguez
"S. Weissman","Shon Zalman Weissman",58,82,75,71,78,71,63,48,60,70,74,78,73,70,69,68,78,12,19,7,10,7,10,21,56,75,,http://dbpedia.org/resource/Shon_Weissman
"J. Locadia","Jürgen Locadia",72,74,66,71,70,74,65,74,70,74,69,75,84,66,78,69,69,34,31,10,7,8,13,37,60,75,,http://dbpedia.org/resource/Jürgen_Locadia
"Pablo Marí","Pablo Marí Villar",32,38,82,69,28,41,27,30,63,60,54,51,53,72,86,37,31,74,70,6,14,7,13,72,75,75,#Strength,http://dbpedia.org/resource/Pablo_Marí
"K. Ayhan","Kaan Ayhan",68,35,72,75,41,65,82,74,70,72,62,65,82,68,77,65,47,76,73,16,10,8,14,79,83,75,,http://dbpedia.org/resource/Kaan_Ayhan
"Andreas Pereira","Andreas Hugo Hoelgebaum Pereira",77,69,56,76,72,77,81,78,76,78,74,72,80,78,60,76,70,67,64,15,14,7,10,70,62,75,,http://dbpedia.org/resource/Andreas_Pereira
"C. Jullien","Christopher Jullien",51,55,85,68,28,54,38,36,72,66,62,68,59,77,87,60,55,73,74,8,14,12,11,69,82,75,"#Aerial Threat, #Strength",http://dbpedia.org/resource/Christopher_Jullien
"A. Baba","Abdul Rahman Baba",76,48,67,72,41,74,67,23,67,75,78,78,59,68,64,55,42,74,74,12,11,6,11,71,75,75,,http://dbpedia.org/resource/Baba_Rahman
"A. Rusnák","Albert Rusnák",75,72,39,76,75,73,73,72,73,77,73,70,79,73,57,75,69,49,38,10,7,16,13,38,55,75,,"http://dbpedia.org/resource/Albert_Rusnák_(footballer,_born_1994)"
"A. Touré","Abdoulaye Touré",48,41,52,71,42,62,49,49,70,75,50,41,80,75,86,58,61,77,74,8,15,9,9,77,33,75,#Strength,http://dbpedia.org/resource/Abdoulaye_Touré_(footballer)
"C. Mbemba","Chancel Mbemba Mangulu",55,52,73,65,37,63,29,28,64,64,68,74,76,54,77,43,31,78,76,9,14,16,7,74,90,75,,http://dbpedia.org/resource/Chancel_Mbemba
"Frederico Venâncio","Frederico André Ferrão Venâncio",34,30,75,66,32,46,30,28,56,64,62,60,53,43,78,49,40,76,74,13,10,11,8,74,81,75,,http://dbpedia.org/resource/Frederico_Venâncio
"P. Sisto","Pione Sisto Ifolo Emirmija",74,74,51,70,65,85,74,75,65,79,72,73,78,58,62,75,66,55,48,12,6,12,11,49,80,75,,http://dbpedia.org/resource/Pione_Sisto
"T. Mings","Tyrone Mings",70,37,74,68,34,68,53,37,70,66,62,69,61,72,83,57,45,75,74,7,10,13,7,73,66,75,,http://dbpedia.org/resource/Tyrone_Mings
"J. Hendrix","Jorrit Hendrix",58,54,69,74,54,67,52,45,80,73,69,64,72,80,73,64,53,73,74,14,8,12,8,76,77,75,,http://dbpedia.org/resource/Jorrit_Hendrix
"F. Campos","Felipe Manuel Campos Mosqueira",75,40,66,70,37,61,56,45,66,64,85,80,50,90,80,53,40,74,71,14,12,15,14,69,80,75,,http://dbpedia.org/resource/Felipe_Campos
"L. Miranda","Leonel Ariel Miranda",71,63,56,79,62,74,75,70,74,78,75,75,75,91,62,72,60,70,66,14,11,15,9,75,52,75,,http://dbpedia.org/resource/Leonel_Miranda
"L. Menossi","Lucas Ariel Menossi",63,49,43,78,71,71,67,68,76,75,78,74,75,92,56,69,57,66,62,10,8,14,10,74,77,75,#Acrobat,http://dbpedia.org/resource/Lucas_Menossi
"J. Silva","Jonathan Cristian Silva",73,48,55,70,62,72,71,70,63,73,75,71,79,78,70,60,55,73,74,15,6,9,13,70,68,75,,http://dbpedia.org/resource/Jonathan_Silva_(footballer)
"A. El Ghazi","Anwar El Ghazi",74,74,72,73,67,78,75,73,54,77,72,77,83,69,75,69,63,28,15,13,9,7,14,28,52,75,,http://dbpedia.org/resource/Anwar_El_Ghazi
